title,type,attribute,id,old_link,new_link
Kennzahlen Shared Mobility,dataset,url,75b319b5-a7bc-40fc-80e9-579b02e46c02,http://bfe.admin.ch/shared-mobility-angebote,https://bfe.admin.ch/shared-mobility-angebote
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,dataset,url,ff382622-8419-4b66-a157-1e47b9653883,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/?lang=en,https://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/?lang=en
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,resources,download_url,298abc3d-dd71-4306-b9d0-da1af800b6e7,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/ich_tanke_strom_Kennzahlen_monatlich.csv,-
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,resources,download_url,8110b1b3-1836-4913-834e-864cb00c1656,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/ich_tanke_strom_Kennzahlen_monatlich.csv-metadata.json,-
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,resources,original_url,298abc3d-dd71-4306-b9d0-da1af800b6e7,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/ich_tanke_strom_Kennzahlen_monatlich.csv,-
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,resources,url,298abc3d-dd71-4306-b9d0-da1af800b6e7,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/ich_tanke_strom_Kennzahlen_monatlich.csv,-
Kennzahlen öffentliche Ladeinfrastruktur Elektromobilität,resources,url,8110b1b3-1836-4913-834e-864cb00c1656,http://www.uvek-gis.admin.ch/BFE/storymaps/MO_Kennzahlen_Elektromobilitaet/ich_tanke_strom_Kennzahlen_monatlich.csv-metadata.json,-
Kontrollen Energieetiketten und Mindestanforderungen bei Elektrogeräten in der Schweiz,dataset,url,1644e1c0-e765-4480-a520-48de3110bf4b,http://www.bfe.admin.ch/ogd23,https://www.bfe.admin.ch/ogd23
Kontrollen Energieetiketten und Mindestanforderungen bei Elektrogeräten in der Schweiz,resources,url,ab9822cd-b2bb-47d7-a943-06e0c51d3a33,http://www.bfe.admin.ch/ogd23,https://www.bfe.admin.ch/ogd23
Licht-Markt Schweiz,dataset,url,5aded67c-e8d9-401b-b976-ebb558fb8d19,http://www.bfe.admin.ch/ogd25,https://www.bfe.admin.ch/ogd25
Licht-Markt Schweiz,resources,url,2b03824b-d4f0-45b2-b532-355ff909ea66,http://www.bfe.admin.ch/ogd25,https://www.bfe.admin.ch/ogd25
Markterhebung Sonnenenergie – Teilstatistik der Schweizerischen Statistik der erneuerbaren Energien,dataset,url,e11ff95c-d825-4970-91de-46eefe76cc6a,http://www.bfe.admin.ch/ogd26,https://www.bfe.admin.ch/ogd26
Markterhebung Sonnenenergie – Teilstatistik der Schweizerischen Statistik der erneuerbaren Energien,resources,url,e15b9e38-0676-49de-ad48-3afb6fa83244,http://www.bfe.admin.ch/ogd26,https://www.bfe.admin.ch/ogd26
